MSA,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
NORFOLK,1985Q4,"$103,121","$53,284","$49,836",48.3%,0.679,0.643
NORFOLK,1986Q1,"$103,999","$53,880","$50,119",48.2%,0.685,0.651
NORFOLK,1986Q2,"$106,039","$54,365","$51,674",48.7%,0.698,0.675
NORFOLK,1986Q3,"$108,677","$54,866","$53,811",49.5%,0.716,0.707
NORFOLK,1986Q4,"$109,801","$55,423","$54,378",49.5%,0.723,0.718
NORFOLK,1987Q1,"$110,366","$56,102","$54,264",49.2%,0.727,0.721
NORFOLK,1987Q2,"$112,456","$56,795","$55,661",49.5%,0.741,0.743
NORFOLK,1987Q3,"$115,104","$57,499","$57,606",50.0%,0.758,0.773
NORFOLK,1987Q4,"$115,830","$58,162","$57,668",49.8%,0.763,0.778
NORFOLK,1988Q1,"$116,031","$58,763","$57,268",49.4%,0.764,0.776
NORFOLK,1988Q2,"$117,405","$59,295","$58,109",49.5%,0.773,0.791
NORFOLK,1988Q3,"$118,284","$59,798","$58,486",49.4%,0.779,0.799
NORFOLK,1988Q4,"$118,808","$60,299","$58,508",49.2%,0.782,0.802
NORFOLK,1989Q1,"$119,853","$60,818","$59,035",49.3%,0.789,0.812
NORFOLK,1989Q2,"$121,442","$61,333","$60,108",49.5%,0.800,0.829
NORFOLK,1989Q3,"$121,965","$61,802","$60,162",49.3%,0.803,0.832
NORFOLK,1989Q4,"$122,348","$62,186","$60,162",49.2%,0.806,0.834
NORFOLK,1990Q1,"$121,963","$62,450","$59,513",48.8%,0.803,0.826
NORFOLK,1990Q2,"$122,531","$62,715","$59,816",48.8%,0.807,0.832
NORFOLK,1990Q3,"$123,028","$63,062","$59,965",48.7%,0.810,0.836
NORFOLK,1990Q4,"$121,885","$63,586","$58,298",47.8%,0.803,0.814
NORFOLK,1991Q1,"$121,536","$64,220","$57,317",47.2%,0.800,0.800
NORFOLK,1991Q2,"$121,812","$65,169","$56,643",46.5%,0.802,0.792
NORFOLK,1991Q3,"$121,468","$66,161","$55,307",45.5%,0.800,0.776
NORFOLK,1991Q4,"$121,708","$67,056","$54,653",44.9%,0.801,0.769
NORFOLK,1992Q1,"$122,710","$68,011","$54,699",44.6%,0.808,0.777
NORFOLK,1992Q2,"$122,803","$68,463","$54,340",44.2%,0.809,0.774
NORFOLK,1992Q3,"$123,435","$68,778","$54,657",44.3%,0.813,0.780
NORFOLK,1992Q4,"$123,845","$69,058","$54,787",44.2%,0.816,0.783
NORFOLK,1993Q1,"$123,174","$69,207","$53,967",43.8%,0.811,0.769
NORFOLK,1993Q2,"$124,715","$69,608","$55,107",44.2%,0.821,0.785
NORFOLK,1993Q3,"$125,251","$70,023","$55,228",44.1%,0.825,0.787
NORFOLK,1993Q4,"$125,856","$70,388","$55,468",44.1%,0.829,0.790
NORFOLK,1994Q1,"$126,371","$70,631","$55,740",44.1%,0.832,0.794
NORFOLK,1994Q2,"$128,442","$70,916","$57,526",44.8%,0.846,0.820
NORFOLK,1994Q3,"$129,469","$71,313","$58,156",44.9%,0.853,0.830
NORFOLK,1994Q4,"$129,487","$71,926","$57,561",44.5%,0.853,0.823
NORFOLK,1995Q1,"$129,506","$72,922","$56,584",43.7%,0.853,0.812
NORFOLK,1995Q2,"$130,047","$73,940","$56,107",43.1%,0.856,0.807
NORFOLK,1995Q3,"$130,974","$74,930","$56,044",42.8%,0.862,0.807
NORFOLK,1995Q4,"$130,751","$75,734","$55,017",42.1%,0.861,0.793
NORFOLK,1996Q1,"$131,143","$76,182","$54,961",41.9%,0.864,0.792
NORFOLK,1996Q2,"$133,390","$76,492","$56,898",42.7%,0.878,0.821
NORFOLK,1996Q3,"$133,786","$76,719","$57,068",42.7%,0.881,0.824
NORFOLK,1996Q4,"$133,482","$76,977","$56,505",42.3%,0.879,0.817
NORFOLK,1997Q1,"$134,180","$77,371","$56,808",42.3%,0.884,0.823
NORFOLK,1997Q2,"$135,701","$77,874","$57,827",42.6%,0.894,0.838
NORFOLK,1997Q3,"$136,112","$78,469","$57,643",42.3%,0.896,0.837
NORFOLK,1997Q4,"$136,256","$79,130","$57,126",41.9%,0.897,0.830
NORFOLK,1998Q1,"$136,380","$79,811","$56,569",41.5%,0.898,0.823
NORFOLK,1998Q2,"$138,588","$80,503","$58,085",41.9%,0.913,0.846
NORFOLK,1998Q3,"$139,418","$81,139","$58,279",41.8%,0.918,0.851
NORFOLK,1998Q4,"$139,766","$81,669","$58,097",41.6%,0.920,0.849
NORFOLK,1999Q1,"$141,077","$82,100","$58,978",41.8%,0.929,0.864
NORFOLK,1999Q2,"$143,668","$82,407","$61,262",42.6%,0.946,0.900
NORFOLK,1999Q3,"$146,030","$82,701","$63,329",43.4%,0.962,0.931
NORFOLK,1999Q4,"$146,924","$83,058","$63,866",43.5%,0.968,0.941
NORFOLK,2000Q1,"$147,813","$83,446","$64,367",43.5%,0.973,0.948
NORFOLK,2000Q2,"$151,859","$84,098","$67,761",44.6%,1.000,1.000
NORFOLK,2000Q3,"$153,645","$84,900","$68,746",44.7%,1.012,1.017
NORFOLK,2000Q4,"$154,014","$85,834","$68,180",44.3%,1.014,1.011
NORFOLK,2001Q1,"$155,336","$87,038","$68,298",44.0%,1.023,1.019
NORFOLK,2001Q2,"$159,485","$88,105","$71,381",44.8%,1.050,1.068
NORFOLK,2001Q3,"$162,375","$89,118","$73,257",45.1%,1.069,1.099
NORFOLK,2001Q4,"$163,520","$90,015","$73,504",45.0%,1.077,1.104
NORFOLK,2002Q1,"$166,586","$90,680","$75,907",45.6%,1.097,1.141
NORFOLK,2002Q2,"$171,614","$91,303","$80,312",46.8%,1.130,1.209
NORFOLK,2002Q3,"$176,755","$91,826","$84,928",48.0%,1.164,1.281
NORFOLK,2002Q4,"$179,746","$92,266","$87,479",48.7%,1.184,1.321
NORFOLK,2003Q1,"$183,880","$92,608","$91,271",49.6%,1.211,1.379
NORFOLK,2003Q2,"$191,816","$93,280","$98,536",51.4%,1.263,1.492
NORFOLK,2003Q3,"$199,972","$94,477","$105,495",52.8%,1.317,1.601
NORFOLK,2003Q4,"$205,767","$96,473","$109,295",53.1%,1.355,1.662
NORFOLK,2004Q1,"$212,463","$99,662","$112,801",53.1%,1.399,1.724
NORFOLK,2004Q2,"$226,093","$103,195","$122,898",54.4%,1.489,1.882
NORFOLK,2004Q3,"$239,229","$106,844","$132,385",55.3%,1.575,2.031
NORFOLK,2004Q4,"$248,244","$110,151","$138,093",55.6%,1.635,2.121
NORFOLK,2005Q1,"$259,306","$112,511","$146,795",56.6%,1.708,2.251
NORFOLK,2005Q2,"$277,859","$114,794","$163,065",58.7%,1.830,2.503
NORFOLK,2005Q3,"$292,720","$117,041","$175,678",60.0%,1.928,2.700
NORFOLK,2005Q4,"$298,657","$119,562","$179,095",60.0%,1.967,2.756
NORFOLK,2006Q1,"$303,728","$122,813","$180,915",59.6%,2.000,2.792
NORFOLK,2006Q2,"$313,438","$125,934","$187,505",59.8%,2.064,2.898
NORFOLK,2006Q3,"$316,752","$128,767","$187,985",59.3%,2.086,2.908
NORFOLK,2006Q4,"$314,323","$130,917","$183,406",58.3%,2.070,2.839
NORFOLK,2007Q1,"$314,347","$132,074","$182,273",58.0%,2.070,2.821
NORFOLK,2007Q2,"$320,294","$132,838","$187,456",58.5%,2.109,2.902
NORFOLK,2007Q3,"$318,451","$133,691","$184,760",58.0%,2.097,2.861
NORFOLK,2007Q4,"$309,293","$135,199","$174,094",56.3%,2.037,2.696
NORFOLK,2008Q1,"$302,373","$137,654","$164,718",54.5%,1.991,2.549
NORFOLK,2008Q2,"$300,422","$140,647","$159,775",53.2%,1.978,2.473
NORFOLK,2008Q3,"$297,027","$143,361","$153,665",51.7%,1.956,2.378
NORFOLK,2008Q4,"$285,152","$145,036","$140,116",49.1%,1.878,2.168
NORFOLK,2009Q1,"$274,583","$145,163","$129,420",47.1%,1.808,2.003
NORFOLK,2009Q2,"$278,416","$144,152","$134,264",48.2%,1.833,2.077
NORFOLK,2009Q3,"$279,081","$142,702","$136,379",48.9%,1.838,2.110
NORFOLK,2009Q4,"$274,729","$141,498","$133,231",48.5%,1.809,2.061
NORFOLK,2010Q1,"$269,216","$140,971","$128,245",47.6%,1.773,1.982
NORFOLK,2010Q2,"$270,556","$141,411","$129,145",47.7%,1.782,1.996
NORFOLK,2010Q3,"$263,800","$142,567","$121,233",46.0%,1.737,1.875
NORFOLK,2010Q4,"$254,378","$144,305","$110,073",43.3%,1.675,1.703
NORFOLK,2011Q1,"$248,808","$146,594","$102,213",41.1%,1.638,1.586
NORFOLK,2011Q2,"$253,208","$148,872","$104,336",41.2%,1.667,1.620
NORFOLK,2011Q3,"$250,675","$150,951","$99,725",39.8%,1.651,1.550
NORFOLK,2011Q4,"$244,012","$152,530","$91,481",37.5%,1.607,1.423
NORFOLK,2012Q1,"$240,481","$153,380","$87,101",36.2%,1.584,1.355
NORFOLK,2012Q2,"$247,875","$153,786","$94,089",38.0%,1.632,1.464
NORFOLK,2012Q3,"$251,203","$154,002","$97,201",38.7%,1.654,1.514
NORFOLK,2012Q4,"$249,057","$154,320","$94,737",38.0%,1.640,1.476
NORFOLK,2013Q1,"$248,675","$154,969","$93,706",37.7%,1.638,1.461
NORFOLK,2013Q2,"$257,348","$155,922","$101,426",39.4%,1.695,1.582
NORFOLK,2013Q3,"$259,892","$157,073","$102,819",39.6%,1.711,1.605
NORFOLK,2013Q4,"$255,587","$158,321","$97,267",38.1%,1.683,1.519
NORFOLK,2014Q1,"$255,745","$162,272","$93,473",36.5%,1.684,1.460
NORFOLK,2014Q2,"$263,677","$161,988","$101,689",38.6%,1.736,1.590
NORFOLK,2014Q3,"$265,342","$166,774","$98,569",37.1%,1.747,1.542
NORFOLK,2014Q4,"$263,385","$170,098","$93,287",35.4%,1.734,1.460
NORFOLK,2015Q1,"$260,350","$170,343","$90,006",34.6%,1.714,1.409
OAKLAND,1984Q4,"$152,702","$65,144","$87,558",57.3%,0.370,0.258
OAKLAND,1985Q1,"$154,980","$65,883","$89,098",57.5%,0.376,0.264
OAKLAND,1985Q2,"$157,772","$66,467","$91,305",57.9%,0.382,0.271
OAKLAND,1985Q3,"$162,064","$67,015","$95,049",58.6%,0.393,0.284
OAKLAND,1985Q4,"$163,963","$67,594","$96,369",58.8%,0.397,0.288
OAKLAND,1986Q1,"$166,229","$68,306","$97,922",58.9%,0.403,0.294
OAKLAND,1986Q2,"$170,715","$69,053","$101,662",59.6%,0.414,0.306
OAKLAND,1986Q3,"$175,528","$69,860","$105,668",60.2%,0.425,0.319
OAKLAND,1986Q4,"$179,213","$70,707","$108,507",60.5%,0.434,0.329
OAKLAND,1987Q1,"$183,084","$71,435","$111,649",61.0%,0.444,0.338
OAKLAND,1987Q2,"$188,886","$72,380","$116,506",61.7%,0.458,0.354
OAKLAND,1987Q3,"$194,859","$73,394","$121,465",62.3%,0.472,0.370
OAKLAND,1987Q4,"$200,427","$74,471","$125,956",62.8%,0.486,0.385
OAKLAND,1988Q1,"$206,532","$75,652","$130,880",63.4%,0.501,0.401
OAKLAND,1988Q2,"$215,753","$76,798","$138,954",64.4%,0.523,0.428
OAKLAND,1988Q3,"$226,352","$77,931","$148,421",65.6%,0.549,0.458
OAKLAND,1988Q4,"$237,367","$79,019","$158,349",66.7%,0.575,0.490
OAKLAND,1989Q1,"$248,607","$80,230","$168,377",67.7%,0.603,0.524
OAKLAND,1989Q2,"$264,315","$81,185","$183,130",69.3%,0.641,0.572
OAKLAND,1989Q3,"$277,608","$82,123","$195,485",70.4%,0.673,0.612
OAKLAND,1989Q4,"$284,997","$83,098","$201,898",70.8%,0.691,0.633
OAKLAND,1990Q1,"$288,790","$84,018","$204,772",70.9%,0.700,0.643
OAKLAND,1990Q2,"$290,808","$85,137","$205,671",70.7%,0.705,0.647
OAKLAND,1990Q3,"$290,535","$86,238","$204,297",70.3%,0.704,0.644
OAKLAND,1990Q4,"$284,514","$87,229","$197,284",69.3%,0.690,0.623
OAKLAND,1991Q1,"$279,728","$87,921","$191,807",68.6%,0.678,0.606
OAKLAND,1991Q2,"$278,801","$88,654","$190,147",68.2%,0.676,0.602
OAKLAND,1991Q3,"$277,572","$89,346","$188,226",67.8%,0.673,0.597
OAKLAND,1991Q4,"$276,686","$90,042","$186,644",67.5%,0.671,0.594
OAKLAND,1992Q1,"$276,163","$91,267","$184,896",67.0%,0.669,0.591
OAKLAND,1992Q2,"$274,774","$91,859","$182,915",66.6%,0.666,0.586
OAKLAND,1992Q3,"$274,227","$92,301","$181,926",66.3%,0.665,0.583
OAKLAND,1992Q4,"$271,856","$92,588","$179,268",65.9%,0.659,0.574
OAKLAND,1993Q1,"$266,380","$92,224","$174,157",65.4%,0.646,0.556
OAKLAND,1993Q2,"$265,966","$92,417","$173,550",65.3%,0.645,0.554
OAKLAND,1993Q3,"$263,302","$92,675","$170,627",64.8%,0.638,0.544
OAKLAND,1993Q4,"$259,889","$93,006","$166,883",64.2%,0.630,0.532
OAKLAND,1994Q1,"$257,537","$93,342","$164,195",63.8%,0.624,0.523
OAKLAND,1994Q2,"$259,380","$93,865","$165,515",63.8%,0.629,0.528
OAKLAND,1994Q3,"$259,358","$94,504","$164,853",63.6%,0.629,0.526
OAKLAND,1994Q4,"$256,882","$95,262","$161,620",62.9%,0.623,0.517
OAKLAND,1995Q1,"$255,873","$96,389","$159,484",62.3%,0.620,0.512
OAKLAND,1995Q2,"$255,056","$97,264","$157,792",61.9%,0.618,0.508
OAKLAND,1995Q3,"$254,125","$98,111","$156,014",61.4%,0.616,0.503
OAKLAND,1995Q4,"$250,799","$98,900","$151,899",60.6%,0.608,0.491
OAKLAND,1996Q1,"$250,950","$99,415","$151,535",60.4%,0.608,0.489
OAKLAND,1996Q2,"$255,098","$100,160","$154,938",60.7%,0.618,0.501
OAKLAND,1996Q3,"$257,173","$100,948","$156,225",60.7%,0.623,0.507
OAKLAND,1996Q4,"$256,649","$101,792","$154,857",60.3%,0.622,0.504
OAKLAND,1997Q1,"$259,080","$102,821","$156,258",60.3%,0.628,0.510
OAKLAND,1997Q2,"$267,141","$103,818","$163,324",61.1%,0.647,0.535
OAKLAND,1997Q3,"$272,932","$104,896","$168,036",61.6%,0.661,0.552
OAKLAND,1997Q4,"$277,441","$106,067","$171,374",61.8%,0.672,0.565
OAKLAND,1998Q1,"$284,202","$107,530","$176,673",62.2%,0.689,0.586
OAKLAND,1998Q2,"$298,798","$108,807","$189,991",63.6%,0.724,0.632
OAKLAND,1998Q3,"$307,717","$110,002","$197,715",64.3%,0.746,0.659
OAKLAND,1998Q4,"$313,212","$111,030","$202,182",64.6%,0.759,0.676
OAKLAND,1999Q1,"$321,831","$111,823","$210,008",65.3%,0.780,0.704
OAKLAND,1999Q2,"$339,125","$112,572","$226,554",66.8%,0.822,0.761
OAKLAND,1999Q3,"$352,745","$113,327","$239,419",67.9%,0.855,0.805
OAKLAND,1999Q4,"$365,352","$114,198","$251,154",68.7%,0.885,0.846
OAKLAND,2000Q1,"$385,207","$114,757","$270,450",70.2%,0.934,0.911
OAKLAND,2000Q2,"$412,621","$116,238","$296,384",71.8%,1.000,1.000
OAKLAND,2000Q3,"$433,920","$118,066","$315,854",72.8%,1.052,1.068
OAKLAND,2000Q4,"$452,370","$120,198","$332,172",73.4%,1.096,1.127
OAKLAND,2001Q1,"$468,824","$123,930","$344,894",73.6%,1.136,1.179
OAKLAND,2001Q2,"$481,886","$126,038","$355,848",73.8%,1.168,1.219
OAKLAND,2001Q3,"$482,743","$127,796","$354,947",73.5%,1.170,1.218
OAKLAND,2001Q4,"$481,350","$129,201","$352,150",73.2%,1.167,1.209
OAKLAND,2002Q1,"$491,236","$129,132","$362,103",73.7%,1.191,1.238
OAKLAND,2002Q2,"$516,210","$130,038","$386,173",74.8%,1.251,1.320
OAKLAND,2002Q3,"$535,588","$130,721","$404,867",75.6%,1.298,1.384
OAKLAND,2002Q4,"$543,306","$131,053","$412,252",75.9%,1.317,1.409
OAKLAND,2003Q1,"$549,564","$131,337","$418,227",76.1%,1.332,1.431
OAKLAND,2003Q2,"$562,769","$131,165","$431,604",76.7%,1.364,1.476
OAKLAND,2003Q3,"$576,423","$131,367","$445,055",77.2%,1.397,1.522
OAKLAND,2003Q4,"$586,348","$132,440","$453,909",77.4%,1.421,1.552
OAKLAND,2004Q1,"$601,774","$134,361","$467,414",77.7%,1.458,1.596
OAKLAND,2004Q2,"$642,093","$137,556","$504,537",78.6%,1.556,1.722
OAKLAND,2004Q3,"$674,346","$141,165","$533,182",79.1%,1.634,1.820
OAKLAND,2004Q4,"$693,865","$144,655","$549,210",79.2%,1.682,1.875
OAKLAND,2005Q1,"$722,524","$147,753","$574,771",79.6%,1.751,1.963
OAKLAND,2005Q2,"$768,218","$150,245","$617,973",80.4%,1.862,2.111
OAKLAND,2005Q3,"$798,753","$152,475","$646,278",80.9%,1.936,2.208
OAKLAND,2005Q4,"$801,492","$154,657","$646,835",80.7%,1.942,2.211
OAKLAND,2006Q1,"$803,038","$156,488","$646,550",80.5%,1.946,2.209
OAKLAND,2006Q2,"$809,744","$159,040","$650,704",80.4%,1.962,2.225
OAKLAND,2006Q3,"$795,680","$161,730","$633,950",79.7%,1.928,2.170
OAKLAND,2006Q4,"$774,720","$164,441","$610,280",78.8%,1.878,2.092
OAKLAND,2007Q1,"$777,487","$167,578","$609,909",78.4%,1.884,2.095
OAKLAND,2007Q2,"$783,647","$170,383","$613,265",78.3%,1.899,2.111
OAKLAND,2007Q3,"$755,771","$173,468","$582,304",77.0%,1.832,2.008
OAKLAND,2007Q4,"$706,597","$177,086","$529,510",74.9%,1.712,1.830
OAKLAND,2008Q1,"$656,281","$181,648","$474,633",72.3%,1.591,1.644
OAKLAND,2008Q2,"$626,003","$186,067","$439,936",70.3%,1.517,1.527
OAKLAND,2008Q3,"$598,465","$189,961","$408,504",68.3%,1.450,1.420
OAKLAND,2008Q4,"$562,751","$192,656","$370,095",65.8%,1.364,1.289
OAKLAND,2009Q1,"$528,826","$193,849","$334,977",63.3%,1.282,1.169
OAKLAND,2009Q2,"$525,454","$193,729","$331,725",63.1%,1.273,1.159
OAKLAND,2009Q3,"$541,478","$193,092","$348,386",64.3%,1.312,1.218
OAKLAND,2009Q4,"$547,924","$192,578","$355,345",64.9%,1.328,1.243
OAKLAND,2010Q1,"$545,644","$191,982","$353,662",64.8%,1.322,1.235
OAKLAND,2010Q2,"$548,497","$193,071","$355,425",64.8%,1.329,1.242
OAKLAND,2010Q3,"$538,976","$194,949","$344,027",63.8%,1.306,1.204
OAKLAND,2010Q4,"$522,813","$197,452","$325,360",62.2%,1.267,1.141
OAKLAND,2011Q1,"$512,265","$200,943","$311,322",60.8%,1.241,1.096
OAKLAND,2011Q2,"$512,027","$203,962","$308,065",60.2%,1.241,1.087
OAKLAND,2011Q3,"$506,297","$206,735","$299,562",59.2%,1.227,1.059
OAKLAND,2011Q4,"$498,950","$208,996","$289,954",58.1%,1.209,1.027
OAKLAND,2012Q1,"$497,119","$210,473","$286,647",57.7%,1.205,1.017
OAKLAND,2012Q2,"$519,551","$211,687","$307,865",59.3%,1.259,1.094
OAKLAND,2012Q3,"$541,281","$212,811","$328,471",60.7%,1.312,1.169
OAKLAND,2012Q4,"$563,478","$214,147","$349,332",62.0%,1.366,1.246
OAKLAND,2013Q1,"$593,744","$215,945","$377,799",63.6%,1.439,1.349
OAKLAND,2013Q2,"$647,048","$218,200","$428,848",66.3%,1.568,1.535
OAKLAND,2013Q3,"$681,739","$220,739","$460,999",67.6%,1.652,1.652
OAKLAND,2013Q4,"$690,749","$223,403","$467,346",67.7%,1.674,1.678
OAKLAND,2014Q1,"$708,812","$229,713","$479,098",67.6%,1.718,1.723
OAKLAND,2014Q2,"$737,970","$230,095","$507,874",68.8%,1.788,1.830
OAKLAND,2014Q3,"$755,474","$237,680","$517,794",68.5%,1.831,1.869
OAKLAND,2014Q4,"$761,831","$243,212","$518,620",68.1%,1.846,1.875
OAKLAND,2015Q1,"$779,981","$244,396","$535,584",68.7%,1.890,1.939
OKLAHOMACITY,1984Q4,"$78,060","$52,364","$25,695",32.9%,0.873,0.640
OKLAHOMACITY,1985Q1,"$77,031","$52,527","$24,504",31.8%,0.861,0.611
OKLAHOMACITY,1985Q2,"$75,899","$52,619","$23,280",30.7%,0.849,0.582
OKLAHOMACITY,1985Q3,"$74,973","$52,654","$22,318",29.8%,0.838,0.558
OKLAHOMACITY,1985Q4,"$73,256","$52,645","$20,611",28.1%,0.819,0.516
OKLAHOMACITY,1986Q1,"$72,896","$52,623","$20,273",27.8%,0.815,0.508
OKLAHOMACITY,1986Q2,"$73,162","$52,608","$20,554",28.1%,0.818,0.515
OKLAHOMACITY,1986Q3,"$71,626","$52,665","$18,961",26.5%,0.801,0.475
OKLAHOMACITY,1986Q4,"$69,538","$52,852","$16,686",24.0%,0.778,0.418
OKLAHOMACITY,1987Q1,"$68,033","$53,159","$14,874",21.9%,0.761,0.370
OKLAHOMACITY,1987Q2,"$65,860","$53,632","$12,228",18.6%,0.736,0.304
OKLAHOMACITY,1987Q3,"$63,253","$54,144","$9,109",14.4%,0.707,0.227
OKLAHOMACITY,1987Q4,"$61,023","$54,609","$6,415",10.5%,0.682,0.160
OKLAHOMACITY,1988Q1,"$59,639","$54,965","$4,674",7.8%,0.667,0.116
OKLAHOMACITY,1988Q2,"$59,473","$55,232","$4,241",7.1%,0.665,0.106
OKLAHOMACITY,1988Q3,"$58,771","$55,455","$3,316",5.6%,0.657,0.083
OKLAHOMACITY,1988Q4,"$58,797","$55,681","$3,116",5.3%,0.657,0.078
OKLAHOMACITY,1989Q1,"$58,887","$55,943","$2,944",5.0%,0.658,0.073
OKLAHOMACITY,1989Q2,"$59,577","$56,321","$3,256",5.5%,0.666,0.084
OKLAHOMACITY,1989Q3,"$60,567","$56,579","$3,988",6.6%,0.677,0.103
OKLAHOMACITY,1989Q4,"$59,914","$56,783","$3,130",5.2%,0.670,0.081
OKLAHOMACITY,1990Q1,"$59,911","$56,915","$2,996",5.0%,0.670,0.077
OKLAHOMACITY,1990Q2,"$60,787","$57,176","$3,611",5.9%,0.680,0.097
OKLAHOMACITY,1990Q3,"$60,795","$57,305","$3,491",5.7%,0.680,0.094
OKLAHOMACITY,1990Q4,"$60,538","$57,511","$3,027",5.0%,0.677,0.081
OKLAHOMACITY,1991Q1,"$61,462","$58,389","$3,073",5.0%,0.687,0.098
OKLAHOMACITY,1991Q2,"$62,648","$59,516","$3,132",5.0%,0.701,0.123
OKLAHOMACITY,1991Q3,"$63,351","$60,184","$3,168",5.0%,0.708,0.135
OKLAHOMACITY,1991Q4,"$64,060","$60,857","$3,203",5.0%,0.716,0.151
OKLAHOMACITY,1992Q1,"$64,636","$61,404","$3,232",5.0%,0.723,0.167
OKLAHOMACITY,1992Q2,"$65,139","$61,882","$3,257",5.0%,0.728,0.184
OKLAHOMACITY,1992Q3,"$65,537","$62,260","$3,277",5.0%,0.733,0.195
OKLAHOMACITY,1992Q4,"$66,158","$62,589","$3,570",5.4%,0.740,0.215
OKLAHOMACITY,1993Q1,"$66,344","$63,026","$3,317",5.0%,0.742,0.200
OKLAHOMACITY,1993Q2,"$67,932","$64,218","$3,714",5.5%,0.760,0.264
OKLAHOMACITY,1993Q3,"$69,450","$64,755","$4,696",6.8%,0.777,0.333
OKLAHOMACITY,1993Q4,"$70,283","$65,207","$5,076",7.2%,0.786,0.361
OKLAHOMACITY,1994Q1,"$70,840","$65,519","$5,321",7.5%,0.792,0.379
OKLAHOMACITY,1994Q2,"$72,401","$65,755","$6,646",9.2%,0.810,0.473
OKLAHOMACITY,1994Q3,"$73,148","$66,010","$7,137",9.8%,0.818,0.509
OKLAHOMACITY,1994Q4,"$73,650","$66,378","$7,272",9.9%,0.824,0.520
OKLAHOMACITY,1995Q1,"$73,743","$66,926","$6,817",9.2%,0.825,0.489
OKLAHOMACITY,1995Q2,"$74,576","$67,588","$6,988",9.4%,0.834,0.502
OKLAHOMACITY,1995Q3,"$75,205","$68,281","$6,924",9.2%,0.841,0.498
OKLAHOMACITY,1995Q4,"$75,421","$68,921","$6,500",8.6%,0.843,0.468
OKLAHOMACITY,1996Q1,"$76,148","$69,436","$6,711",8.8%,0.851,0.484
OKLAHOMACITY,1996Q2,"$77,959","$69,845","$8,114",10.4%,0.872,0.586
OKLAHOMACITY,1996Q3,"$78,672","$70,161","$8,511",10.8%,0.880,0.616
OKLAHOMACITY,1996Q4,"$78,278","$70,404","$7,875",10.1%,0.875,0.571
OKLAHOMACITY,1997Q1,"$78,542","$70,605","$7,937",10.1%,0.878,0.577
OKLAHOMACITY,1997Q2,"$79,459","$70,812","$8,647",10.9%,0.889,0.630
OKLAHOMACITY,1997Q3,"$79,555","$71,078","$8,477",10.7%,0.890,0.619
OKLAHOMACITY,1997Q4,"$79,588","$71,458","$8,130",10.2%,0.890,0.594
OKLAHOMACITY,1998Q1,"$79,936","$71,987","$7,949",9.9%,0.894,0.582
OKLAHOMACITY,1998Q2,"$81,407","$72,601","$8,806",10.8%,0.910,0.647
OKLAHOMACITY,1998Q3,"$82,888","$73,213","$9,675",11.7%,0.927,0.712
OKLAHOMACITY,1998Q4,"$83,616","$73,732","$9,884",11.8%,0.935,0.729
OKLAHOMACITY,1999Q1,"$84,024","$74,105","$9,919",11.8%,0.940,0.734
OKLAHOMACITY,1999Q2,"$85,656","$74,375","$11,280",13.2%,0.958,0.836
OKLAHOMACITY,1999Q3,"$87,182","$74,633","$12,549",14.4%,0.975,0.932
OKLAHOMACITY,1999Q4,"$86,835","$74,956","$11,879",13.7%,0.971,0.883
OKLAHOMACITY,2000Q1,"$87,526","$75,385","$12,141",13.9%,0.979,0.901
OKLAHOMACITY,2000Q2,"$89,429","$75,981","$13,448",15.0%,1.000,1.000
OKLAHOMACITY,2000Q3,"$90,263","$76,682","$13,582",15.0%,1.009,1.012
OKLAHOMACITY,2000Q4,"$90,310","$77,454","$12,856",14.2%,1.010,0.961
OKLAHOMACITY,2001Q1,"$90,321","$78,296","$12,026",13.3%,1.010,0.904
OKLAHOMACITY,2001Q2,"$92,478","$79,112","$13,366",14.5%,1.034,1.008
OKLAHOMACITY,2001Q3,"$93,446","$79,890","$13,556",14.5%,1.045,1.025
OKLAHOMACITY,2001Q4,"$93,732","$80,593","$13,139",14.0%,1.048,0.996
OKLAHOMACITY,2002Q1,"$94,595","$81,172","$13,423",14.2%,1.058,1.018
OKLAHOMACITY,2002Q2,"$96,854","$81,643","$15,212",15.7%,1.083,1.155
OKLAHOMACITY,2002Q3,"$98,022","$81,952","$16,070",16.4%,1.096,1.223
OKLAHOMACITY,2002Q4,"$98,481","$82,067","$16,413",16.7%,1.101,1.252
OKLAHOMACITY,2003Q1,"$98,881","$82,025","$16,856",17.0%,1.106,1.290
OKLAHOMACITY,2003Q2,"$100,501","$82,040","$18,461",18.4%,1.124,1.416
OKLAHOMACITY,2003Q3,"$102,641","$82,420","$20,221",19.7%,1.148,1.554
OKLAHOMACITY,2003Q4,"$103,355","$83,456","$19,899",19.3%,1.156,1.532
OKLAHOMACITY,2004Q1,"$103,912","$85,315","$18,597",17.9%,1.162,1.433
OKLAHOMACITY,2004Q2,"$106,327","$87,768","$18,558",17.5%,1.189,1.432
OKLAHOMACITY,2004Q3,"$107,820","$90,415","$17,405",16.1%,1.206,1.345
OKLAHOMACITY,2004Q4,"$108,665","$92,869","$15,795",14.5%,1.215,1.223
OKLAHOMACITY,2005Q1,"$109,382","$94,840","$14,542",13.3%,1.223,1.128
OKLAHOMACITY,2005Q2,"$112,746","$96,418","$16,329",14.5%,1.261,1.270
OKLAHOMACITY,2005Q3,"$114,609","$97,765","$16,844",14.7%,1.282,1.313
